assessment_score_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,assignment_dim_id,school_year,school_year_offset,sis_user_id,course_id,section_id,teacher_id,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,is_populated,is_present,is_nonparticipation_zero
1186,31,7,70,15,6,2027-2028,2,SYN-SIS-000031,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,77.81,77.81,75.81,76.8285,2.53,school_year_growth,73.8309,75.8091,1.9782,true,true,false
1187,32,5,61,14,5,2027-2028,2,SYN-SIS-000032,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,83.76,83.76,81.11,83.3759,-4.78,summer_atrophy,81.7671,81.1148,-0.6523,true,true,false
1188,32,5,61,14,6,2027-2028,2,SYN-SIS-000032,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,84.67,84.67,85.09,83.7992,0.91,school_year_growth,81.1148,85.0869,3.9721,true,true,false
1189,33,7,70,15,5,2027-2028,2,SYN-SIS-000033,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,49.6,49.6,47.08,49.8126,-1.7,summer_atrophy,48.9863,47.0797,-1.9066,true,true,false
1190,33,7,70,15,6,2027-2028,2,SYN-SIS-000033,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,Assignment 06,6,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,47.0797,55.3986,8.3189,true,false,true
1191,35,3,57,12,5,2027-2028,2,SYN-SIS-000035,MATH-ALG2,Y02-SEC-007,TCH-002,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,19.34,19.34,20.8,20.5366,-3.4,summer_atrophy,25.3333,20.8009,-4.5324,true,true,false
1192,35,3,57,12,6,2027-2028,2,SYN-SIS-000035,MATH-ALG2,Y02-SEC-007,TCH-002,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,31.55,31.55,29.03,30.494,12.21,school_year_growth,20.8009,29.0276,8.2267,true,true,false
1193,39,6,66,14,5,2027-2028,2,SYN-SIS-000039,MATH-PRECALC,Y02-SEC-016,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,47.6328,42.3915,-5.2413,true,false,true
1194,39,6,66,14,6,2027-2028,2,SYN-SIS-000039,MATH-PRECALC,Y02-SEC-016,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,50.42,50.42,52.07,48.6873,13.03,school_year_growth,42.3915,52.0662,9.6747,true,true,false
1195,45,7,71,14,5,2027-2028,2,SYN-SIS-000045,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,52.57,52.57,48.17,52.5626,-0.63,summer_atrophy,50.7176,48.1721,-2.5455,true,true,false
1196,45,7,71,14,6,2027-2028,2,SYN-SIS-000045,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,59.05,59.05,56.97,58.0905,6.48,school_year_growth,48.1721,56.9725,8.8004,true,true,false
1197,46,4,60,13,5,2027-2028,2,SYN-SIS-000046,MATH-ALG2-H,Y02-SEC-010,TCH-003,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,59.07,59.07,56.91,58.0973,6.15,summer_atrophy,59.6315,56.9136,-2.7179,true,true,false
1198,46,4,60,13,6,2027-2028,2,SYN-SIS-000046,MATH-ALG2-H,Y02-SEC-010,TCH-003,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,58.2,58.2,62.06,58.0559,-0.87,school_year_growth,56.9136,62.0556,5.142,true,true,false
1199,50,3,56,12,5,2027-2028,2,SYN-SIS-000050,MATH-ALG2,Y02-SEC-006,TCH-002,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,31.4,31.4,32.94,32.4692,-5.7,summer_atrophy,36.3897,32.9411,-3.4486,true,true,false
1200,50,3,56,12,6,2027-2028,2,SYN-SIS-000050,MATH-ALG2,Y02-SEC-006,TCH-002,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.88,35.88,37.63,35.726,4.48,school_year_growth,32.9411,37.6327,4.6916,true,true,false
1201,51,8,73,15,5,2027-2028,2,SYN-SIS-000051,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,69.22,69.22,65.77,68.4665,2.88,summer_atrophy,68.0802,65.7725,-2.3077,true,true,false
1202,51,8,73,15,6,2027-2028,2,SYN-SIS-000051,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,73.43,73.43,70.96,72.3368,4.21,school_year_growth,65.7725,70.9598,5.1873,true,true,false
1203,52,5,63,14,5,2027-2028,2,SYN-SIS-000052,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,68.45,68.45,69.14,68.0583,0.11,summer_atrophy,69.1442,69.1442,0.0,true,true,false
1204,52,5,63,14,6,2027-2028,2,SYN-SIS-000052,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,75.75,75.75,72.84,74.2848,7.3,school_year_growth,69.1442,72.8381,3.6939,true,true,false
1205,53,9,74,14,5,2027-2028,2,SYN-SIS-000053,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,89.98,89.98,93.13,89.5277,-3.39,summer_atrophy,93.9686,93.1315,-0.8371,true,true,false
1206,53,9,74,14,6,2027-2028,2,SYN-SIS-000053,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,90.38,90.38,96.79,89.4811,0.4,school_year_growth,93.1315,96.7914,3.6599,true,true,false
1207,54,6,66,14,5,2027-2028,2,SYN-SIS-000054,MATH-PRECALC,Y02-SEC-016,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,26.59,26.59,24.31,26.9879,0.47,summer_atrophy,28.6145,24.3121,-4.3024,true,true,false
1208,54,6,66,14,6,2027-2028,2,SYN-SIS-000054,MATH-PRECALC,Y02-SEC-016,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,38.33,38.33,35.65,37.0728,11.74,school_year_growth,24.3121,35.6464,11.3343,true,true,false
1209,55,7,71,14,5,2027-2028,2,SYN-SIS-000055,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,70.72,70.72,71.75,70.6669,-3.24,summer_atrophy,74.8413,71.7546,-3.0867,true,true,false
1210,55,7,71,14,6,2027-2028,2,SYN-SIS-000055,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,75.98,75.98,76.43,74.7814,5.26,school_year_growth,71.7546,76.4297,4.6751,true,true,false
1211,57,8,72,15,5,2027-2028,2,SYN-SIS-000057,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,77.04,77.04,80.85,76.8018,-3.55,summer_atrophy,81.3514,80.8521,-0.4993,true,true,false
1212,57,8,72,15,6,2027-2028,2,SYN-SIS-000057,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,81.23,81.23,80.7,80.0259,4.19,school_year_growth,80.8521,80.6965,-0.1556,true,true,false
1213,58,5,62,14,5,2027-2028,2,SYN-SIS-000058,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,59.38,59.38,58.87,58.7123,3.76,summer_atrophy,58.8818,58.8661,-0.0157,true,true,false
1214,58,5,62,14,6,2027-2028,2,SYN-SIS-000058,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.07,61.07,63.46,60.6082,1.69,school_year_growth,58.8661,63.4586,4.5925,true,true,false
1215,59,7,67,15,5,2027-2028,2,SYN-SIS-000059,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,24.35,24.35,23.52,25.1435,1.0,summer_atrophy,27.1543,23.5204,-3.6339,true,true,false
1216,59,7,67,15,6,2027-2028,2,SYN-SIS-000059,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,30.68,30.68,27.74,30.5481,6.33,school_year_growth,23.5204,27.7396,4.2192,true,true,false
1217,61,7,68,15,5,2027-2028,2,SYN-SIS-000061,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,27.85,27.85,26.89,29.1568,-4.72,summer_atrophy,30.567,26.8881,-3.6789,true,true,false
1218,61,7,68,15,6,2027-2028,2,SYN-SIS-000061,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,34.34,34.34,36.85,34.1695,6.49,school_year_growth,26.8881,36.8475,9.9594,true,true,false
1219,62,5,61,14,5,2027-2028,2,SYN-SIS-000062,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,75.77,75.77,71.47,75.279,-1.64,summer_atrophy,71.926,71.4677,-0.4583,true,true,false
1220,62,5,61,14,6,2027-2028,2,SYN-SIS-000062,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,70.99,70.99,70.84,71.174,-4.78,school_year_growth,71.4677,70.8382,-0.6295,true,true,false
1221,63,6,64,13,5,2027-2028,2,SYN-SIS-000063,MATH-PRECALC,Y02-SEC-014,TCH-003,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,42.6,42.6,46.63,43.9535,-10.21,summer_atrophy,50.4798,46.6285,-3.8513,true,true,false
1222,63,6,64,13,6,2027-2028,2,SYN-SIS-000063,MATH-PRECALC,Y02-SEC-014,TCH-003,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,51.31,51.31,52.51,50.3182,8.71,school_year_growth,46.6285,52.5106,5.8821,true,true,false
1223,65,3,56,12,5,2027-2028,2,SYN-SIS-000065,MATH-ALG2,Y02-SEC-006,TCH-002,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,27.32,27.32,31.09,28.7439,-7.07,summer_atrophy,35.6447,31.0853,-4.5594,true,true,false
1224,65,3,56,12,6,2027-2028,2,SYN-SIS-000065,MATH-ALG2,Y02-SEC-006,TCH-002,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,36.45,36.45,36.43,35.7162,9.13,school_year_growth,31.0853,36.4272,5.3419,true,true,false
1225,66,7,67,15,5,2027-2028,2,SYN-SIS-000066,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,66.73,66.73,61.75,66.4168,-0.15,summer_atrophy,64.7087,61.7453,-2.9634,true,true,false
1226,66,7,67,15,6,2027-2028,2,SYN-SIS-000066,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,69.07,69.07,65.98,68.4248,2.34,school_year_growth,61.7453,65.9763,4.231,true,true,false
1227,67,9,74,14,5,2027-2028,2,SYN-SIS-000067,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,36.74,36.74,38.8,37.6115,-1.86,summer_atrophy,42.836,38.798,-4.038,true,true,false
1228,67,9,74,14,6,2027-2028,2,SYN-SIS-000067,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,43.82,43.82,48.16,43.3402,7.08,school_year_growth,38.798,48.1582,9.3602,true,true,false
1229,69,7,69,15,5,2027-2028,2,SYN-SIS-000069,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,59.27,59.27,59.67,59.6104,-4.04,summer_atrophy,61.4412,59.6737,-1.7675,true,true,false
1230,69,7,69,15,6,2027-2028,2,SYN-SIS-000069,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,62.52,62.52,59.38,61.9935,3.25,school_year_growth,59.6737,59.3829,-0.2908,true,true,false
1231,70,6,64,13,5,2027-2028,2,SYN-SIS-000070,MATH-PRECALC,Y02-SEC-014,TCH-003,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,50.84,50.84,52.22,51.0895,-3.67,summer_atrophy,54.6578,52.2231,-2.4347,true,true,false
1232,70,6,64,13,6,2027-2028,2,SYN-SIS-000070,MATH-PRECALC,Y02-SEC-014,TCH-003,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.21,66.21,62.86,63.8056,15.37,school_year_growth,52.2231,62.8614,10.6383,true,true,false
1233,73,8,73,15,5,2027-2028,2,SYN-SIS-000073,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,60.93,60.93,65.0,61.3583,-4.35,summer_atrophy,64.9998,64.9998,0.0,true,true,false
1234,73,8,73,15,6,2027-2028,2,SYN-SIS-000073,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,65.14,65.14,66.31,64.4375,4.21,school_year_growth,64.9998,66.3141,1.3143,true,true,false
1235,76,7,71,14,5,2027-2028,2,SYN-SIS-000076,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,54.2,54.2,54.15,54.9451,-7.82,summer_atrophy,56.0056,54.1522,-1.8534,true,true,false
1236,76,7,71,14,6,2027-2028,2,SYN-SIS-000076,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.29,66.29,63.65,64.5631,12.09,school_year_growth,54.1522,63.6499,9.4977,true,true,false
1237,78,8,72,15,5,2027-2028,2,SYN-SIS-000078,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,42.71,42.71,42.6,43.1176,-1.28,summer_atrophy,45.264,42.5973,-2.6667,true,true,false
1238,78,8,72,15,6,2027-2028,2,SYN-SIS-000078,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,46.32,46.32,47.91,46.1319,3.61,school_year_growth,42.5973,47.913,5.3157,true,true,false
1239,79,7,69,15,5,2027-2028,2,SYN-SIS-000079,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,75.94,75.94,74.97,75.2529,-0.09,summer_atrophy,77.9685,74.9677,-3.0008,true,true,false
1240,79,7,69,15,6,2027-2028,2,SYN-SIS-000079,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,74.71,74.71,80.75,74.3551,-1.23,school_year_growth,74.9677,80.7525,5.7848,true,true,false
1241,80,8,73,15,5,2027-2028,2,SYN-SIS-000080,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,35.1,35.1,35.16,35.8031,-2.23,summer_atrophy,38.1332,35.1624,-2.9708,true,true,false
1242,80,8,73,15,6,2027-2028,2,SYN-SIS-000080,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,45.7,45.7,42.66,44.6434,10.6,school_year_growth,35.1624,42.6582,7.4958,true,true,false
1243,81,4,60,13,5,2027-2028,2,SYN-SIS-000081,MATH-ALG2-H,Y02-SEC-010,TCH-003,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,93.85,93.85,97.71,93.4171,-6.15,summer_atrophy,100.0,97.7146,-2.2854,true,true,false
1244,81,4,60,13,6,2027-2028,2,SYN-SIS-000081,MATH-ALG2-H,Y02-SEC-010,TCH-003,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,99.31,99.31,100.0,97.4453,5.46,school_year_growth,97.7146,100.0,2.2854,true,true,false
1245,84,5,61,14,5,2027-2028,2,SYN-SIS-000084,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,60.14,60.14,63.95,60.4449,-4.08,summer_atrophy,65.3789,63.9531,-1.4258,true,true,false
1246,84,5,61,14,6,2027-2028,2,SYN-SIS-000084,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,67.1,67.1,66.97,65.931,6.96,school_year_growth,63.9531,66.9684,3.0153,true,true,false
1247,85,5,62,14,5,2027-2028,2,SYN-SIS-000085,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,61.61,61.61,61.9,61.8297,-4.11,summer_atrophy,62.5215,61.9001,-0.6214,true,true,false
1248,85,5,62,14,6,2027-2028,2,SYN-SIS-000085,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.63,61.63,66.96,61.4925,0.02,school_year_growth,61.9001,66.9574,5.0573,true,true,false
1249,86,4,59,13,5,2027-2028,2,SYN-SIS-000086,MATH-ALG2-H,Y02-SEC-009,TCH-003,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,65.29,65.29,63.25,64.6799,1.22,summer_atrophy,65.3674,63.2525,-2.1149,true,true,false
1250,86,4,59,13,6,2027-2028,2,SYN-SIS-000086,MATH-ALG2-H,Y02-SEC-009,TCH-003,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,70.27,70.27,68.56,69.1212,4.98,school_year_growth,63.2525,68.5641,5.3116,true,true,false
1251,87,7,67,15,5,2027-2028,2,SYN-SIS-000087,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,49.62,49.62,53.86,49.8555,-0.81,summer_atrophy,54.9142,53.8597,-1.0545,true,true,false
1252,87,7,67,15,6,2027-2028,2,SYN-SIS-000087,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.53,66.53,61.65,64.0946,16.91,school_year_growth,53.8597,61.6521,7.7924,true,true,false
1253,88,7,69,15,5,2027-2028,2,SYN-SIS-000088,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,63.48,63.48,58.66,62.6575,4.39,summer_atrophy,61.4976,58.66,-2.8376,true,true,false
1254,88,7,69,15,6,2027-2028,2,SYN-SIS-000088,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,63.85,63.85,66.88,63.519,0.37,school_year_growth,58.66,66.8807,8.2207,true,true,false
1255,91,7,67,15,5,2027-2028,2,SYN-SIS-000091,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,77.95,77.95,80.79,78.0185,-5.88,summer_atrophy,82.0958,80.7932,-1.3026,true,true,false
1256,91,7,67,15,6,2027-2028,2,SYN-SIS-000091,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,82.64,82.64,79.38,81.4194,4.69,school_year_growth,80.7932,79.3825,-1.4107,true,true,false
1257,92,7,69,15,5,2027-2028,2,SYN-SIS-000092,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 05,5,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,68.63,68.63,68.51,67.5333,5.24,summer_atrophy,69.5387,68.5137,-1.025,true,true,false
1258,92,7,69,15,6,2027-2028,2,SYN-SIS-000092,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,Assignment 06,6,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,70.1,70.1,69.76,69.4005,1.47,school_year_growth,68.5137,69.7615,1.2478,true,true,false
